FIPS,County,State,FIPS_Year,Year,Total Population,Total Violent And Property Crimes Rate,Violent Crimes Rate,Violent Crimes Rate D,Property Crimes Rate,Property Crimes Rate D,Total Violent Crimes Rate: Rape Legacy Definition,Total Violent Crimes Rate: Murders And Nonnegligent Manslaughters Rate,Total Violent Crimes Rate: Rape Revised Definition Rate,Total Violent Crimes Rate: Rape Legacy Definition Rate,Total Violent Crimes Rate: Robberies Rate,Total Violent Crimes Rate: Aggravated Assaults Rate,Total Property Crimes Rate: Burglaries Rate,Total Property Crimes Rate: Larcenies Rate,Total Property Crimes Rate: Motor Vehicle Thefts Rate,Arsons Rate,Rape Legacy Definition Rate
20029,Cloud County,Kansas,20029_2017,2017,9302,731.0256,150.5053,3,580.5203,3,44.6881377,0,21.50075253,17.1570258,0,129.0045152,279.5097828,268.7594066,32.25112879,32.25113,25.83191434
20035,Cowley County,Kansas,20035_2017,2017,35977,405.8148,63.92973,3,341.8851,2,0,0,5.559107207,0.927441077,0,58.37062568,113.9616978,205.6869667,22.23642883,5.559107,18.0935018
17025,Clay County,Illinois,17025_2019,2019,13184,364.0776699,37.92475728,2,326.1529126,2,0,0,0,0,0,37.92475728,128.9441748,144.1140777,53.09466019,7.584951456,17.23897635
16063,Lincoln County,Idaho,16063_2016,2016,5271,75.88692848,37.94346424,2,37.94346424,1,3.780203853,0,0,0,0,37.94346424,0,37.94346424,0,0,18.45738155
38003,Barnes County,North Dakota,38003_2018,2018,10542,151.773857,37.94346424,2,113.8303927,1,0,0,9.48586606,4.78913306,0,28.45759818,47.4293303,37.94346424,28.45759818,0,17.38241288
54005,Boone County,West Virginia,54005_2014,2014,23714,417.4749093,37.95226449,2,379.5226449,2,0,0,0,0,4.216918276,33.73534621,143.3752214,189.7613224,46.38610104,0,16.96424199
22049,Jackson Parish,Louisiana,22049_2016,2016,15808,366.902834,37.95546559,2,328.9473684,2,8.586697187,0,12.65182186,12.63079835,0,25.30364372,120.1923077,196.1032389,12.65182186,12.65182186,20.0687834
13183,Long County,Georgia,13183_2016,2016,18437,965.4499105,37.96713131,2,927.4827792,4,0,5.423875902,5.421906275,5.423875902,10.8477518,16.27162771,417.6384444,417.6384444,92.20589033,0,16.67924457
19019,Buchanan County,Iowa,19019_2015,2015,21062,564.9985756,37.98309752,2,527.0154781,3,3.180074376,0,0,0,9.49577438,28.48732314,147.1845029,341.8478777,37.98309752,0,17.39720013
17059,Gallatin County,Illinois,17059_2015,2015,5265,816.71415,37.98670465,2,778.7274454,4,44.15811146,0,0,0.573981014,0,37.98670465,227.9202279,531.8138651,18.99335233,18.99335233,24.26988362
48279,Lamb County,Texas,48279_2018,2018,13158,357.1971424,37.999696,2,319.1974464,2,26.96423003,0,22.7998176,22.39029665,0,15.1998784,68.3994528,197.5984192,53.1995744,22.7998176,21.09745837
53017,Douglas County,Washington,53017_2013,2013,39459,1099.87582,38.01414126,2,1061.861679,5,0,0,5.068552168,4.932697236,5.068552168,27.87703692,352.2643757,615.8290884,93.76821511,0,15.94834608
39169,Wayne County,Ohio,39169_2019,2019,115710,446.8066719,38.02609973,2,408.7805721,2,0,0,12.09921355,11.2740314,4.321147697,21.60573848,141.7336445,239.3915824,27.65534526,0.864229539,17.64657778
37189,Watauga County,North Carolina,37189_2014,2014,52560,624.0487062,38.05175038,2,585.9969559,3,0,0,0,0,1.902587519,36.14916286,45.66210046,513.6986301,26.63622527,3.805175038,16.77864261
26121,Muskegon County,Michigan,26121_2016,2016,173408,358.1149659,38.06052777,2,320.0544381,2,0,0,14.41686658,9.680486208,0.576674663,23.06698653,54.78409301,252.0068278,13.26351725,2.883373316,17.66943663
17161,Rock Island County,Illinois,17161_2019,2019,141879,194.5319603,38.06060093,2,156.4713594,1,0,0,11.98204103,11.25458015,1.409651886,24.66890801,37.35577499,108.5431953,10.57238915,0.704825943,17.76474879
29127,Marion County,Missouri,29127_2013,2013,28901,584.7548528,38.06096675,2,546.693886,3,7.068754799,3.460087886,0,0,0,34.60087886,62.28158195,480.9522162,3.460087886,0,18.33505642
20037,Crawford County,Kansas,20037_2017,2017,39281,498.969,89.1016,3,409.8674,2,31.03821988,0,5.091520073,0.915258894,0,84.01008121,5.091520073,343.6776049,61.09824088,25.4576,20.54581631
31161,Sheridan County,Nebraska,31161_2013,2013,5252,780.6549886,38.08073115,2,742.5742574,4,0,0,0.043936121,0,0,38.08073115,95.20182788,647.3724296,0,0,17.71107101
13301,Warren County,Georgia,13301_2018,2018,5251,647.4957151,38.08798324,2,609.4077319,3,0,0,19.04399162,18.54473983,19.04399162,0,114.2639497,342.7918492,152.351933,0,12.80678295
19121,Madison County,Iowa,19121_2015,2015,15753,323.7478576,38.08798324,2,285.6598743,2,0,0,6.347997207,2.015918581,0,31.73998603,95.2199581,158.6999302,31.73998603,0,17.33747838
18081,Johnson County,Indiana,18081_2015,2015,149633,441.7474755,38.09320137,2,403.6542741,2,12.84879819,0,0.668301778,0.667398087,8.687923119,28.73697647,56.80565116,321.4531554,25.39546758,0,18.20289662
29031,Cape Girardeau County,Missouri,29031_2018,2018,78753,353.0024253,38.0937869,2,314.9086384,2,0,2.539585794,2.539585794,0,3.80937869,29.20523663,105.3928104,176.5012127,33.01461532,1.269792897,17.22370573
20041,Dickinson County,Kansas,20041_2017,2017,19384,799.6285,82.5423,3,717.0862,4,0,0,10.31778787,5.809698401,0,72.22451506,201.1968634,433.3470904,82.54230293,5.158894,16.15163565
51061,Fauquier County,Virginia,51061_2014,2014,68248,653.4990036,38.09635447,2,615.4026492,3,0,1.465244403,13.18719962,8.709577947,1.465244403,21.97866604,76.19270894,504.0440746,35.16586567,7.326222014,17.02547258
46005,Beadle County,South Dakota,46005_2015,2015,18372,141.5197039,38.10145874,2,103.4182452,1,0,0,5.443065535,0.965043189,5.443065535,27.21532767,16.3291966,65.31678641,21.77226214,0,17.29145335
19019,Buchanan County,Iowa,19019_2016,2016,20992,571.6463415,38.1097561,2,533.5365854,3,0,0,23.81859756,18.93974367,4.763719512,9.527439024,209.6036585,257.2408537,66.69207317,14.29115854,17.79342327
22049,Jackson Parish,Louisiana,22049_2019,2019,15744,368.3943089,38.1097561,2,330.2845528,2,0,0,0,0,0,38.1097561,88.92276423,215.9552846,25.40650407,0,17.38053775
19135,Monroe County,Iowa,19135_2016,2016,7870,724.2693774,38.11944091,2,686.1499365,4,0,0,12.7064803,8.257905421,0,25.41296061,444.7268107,190.5972046,50.82592122,0,18.96197639
39137,Putnam County,Ohio,39137_2013,2013,34098,598.2755587,38.12540325,2,560.1501554,3,0.924445947,5.865446654,20.52906329,20.1712909,2.932723327,8.798169981,117.3089331,439.908499,2.932723327,2.932723327,18.50761752
20061,Geary County,Kansas,20061_2014,2014,36713,136.1915398,38.13363114,2,98.05790864,1,20.07324305,0,8.171492387,3.992272275,2.723830796,27.23830796,29.96213875,65.3719391,2.723830796,10.89532318,21.0885267
13057,Cherokee County,Georgia,13057_2018,2018,254149,552.4318412,38.16658732,2,514.2652538,3,1.191573078,0,4.721639668,4.347694493,5.11510964,28.32983801,79.08746444,395.8307922,39.34699723,0,16.32243634
19031,Cedar County,Iowa,19031_2015,2015,18340,398.0370774,38.16793893,2,359.8691385,2,3.528968746,0,21.81025082,16.94126495,10.90512541,5.452562704,130.8615049,218.1025082,10.90512541,5.452562704,19.15686207
39137,Putnam County,Ohio,39137_2016,2016,34056,305.3793751,38.17242189,2,267.2069533,2,0,2.936340146,23.49072117,22.85947,0,11.74536058,61.66314306,199.6711299,5.872680291,0,18.19896608
48119,Delta County,Texas,48119_2014,2014,5238,1260.02291,38.18251241,2,1221.840397,5,70.50879442,0,0,0.867870289,19.0912562,19.0912562,725.4677358,343.6426117,152.7300496,38.18251241,26.98928831
26049,Genesee County,Michigan,26049_2019,2019,405813,131.5877017,38.19493215,2,93.39276958,1,12.31261144,0.246418917,3.942702673,0,1.232094585,32.77371597,0.560595454,85.50736423,7.885405347,0.739256751,18.50802179
37167,Stanly County,North Carolina,37167_2019,2019,62806,804.0633061,38.21290959,2,765.8503965,4,0,1.592204566,4.776613699,4.514197364,3.184409133,28.6596822,323.217527,382.1290959,60.50377352,3.184409133,17.51916789
27031,Cook County,Minnesota,27031_2014,2014,5233,2293.13969,38.21899484,2,2254.920696,5,0,0,38.21899484,33.88509632,0,0,305.7519587,1796.292758,152.8759794,0,12.11776171
8069,Larimer County,Colorado,08069_2013,2013,316494,302.0594387,38.23137247,2,263.8280663,2,8.32976148,0.315961756,10.11077619,5.816940037,2.211732292,25.59290224,56.55715432,194.9484034,12.32250848,2.843655804,18.44657797
5013,Calhoun County,Arkansas,05013_2015,2015,5229,1109.1987,38.24823102,2,1070.950469,5,68.1712851,19.12411551,0,0,19.12411551,0,420.7305412,611.9716963,38.24823102,19.12411551,27.03655036
6041,Marin County,California,06041_2013,2013,258821,312.5712365,38.25037381,2,274.3208627,2,7,0.772734824,2.666268041,2.704571886,4.636408947,30.13665815,103.9328339,170.0016614,0.386367412,1.159102237,18.96953865
41057,Tillamook County,Oregon,41057_2016,2016,26143,730.5971006,38.2511571,2,692.3459435,4,0,0,3.82511571,3.650379904,0,34.42604139,240.9822897,351.9106453,99.45300845,11.47534713,16.21998027
20043,Doniphan County,Kansas,20043_2017,2017,7793,449.121,51.32811,2,397.7929,2,0,12.83202874,0,0,0,38.49608623,166.8163737,153.9843449,76.99217246,0,15.92944324
28073,Lamar County,Mississippi,28073_2014,2014,60099,1171.400522,38.27018752,2,1133.130335,5,22.82332673,3.327842393,4.979355728,4.99176359,6.655684787,23.29489675,520.8073346,599.0116308,13.31136957,1.663921197,22.64485022
20047,Edwards County,Kansas,20047_2017,2017,2975,705.8823,67.22689,3,638.6555,3,0,33.61344538,0,0,0,33.61344538,100.8403361,504.2016807,33.61344538,0,16.31753696
20095,Kingman County,Kansas,20095_2013,2013,7837,1071.838714,38.27995406,2,1033.55876,4,0,0,12.75998469,8.79289643,0,25.51996938,267.9596784,599.7192803,165.8798009,12.75998469,13.75934991
41071,Yamhill County,Oregon,41071_2019,2019,107100,479.9253035,38.28197946,2,441.643324,3,7.418448199,0,12.13818861,11.42276756,4.66853408,21.47525677,93.37068161,305.3221289,42.95051354,7.469654528,17.9459543
48061,Cameron County,Texas,48061_2019,2019,423163,259.710797,38.28312022,2,221.4276768,1,24.61294016,0.236315557,10.87051562,10.38916018,3.544733353,23.63155569,70.42203595,138.4809163,12.52472452,0.945262228,20.17266058
20051,Ellis County,Kansas,20051_2017,2017,29032,285.8914,72.33398,3,213.5574,1,3.711953936,0,6.888950124,2.21847336,3.444475062,62.00055112,96.44530174,96.44530174,20.66685037,6.88895,18.72941116
16023,Butte County,Idaho,16023_2018,2018,2611,268.0965147,38.29950211,2,229.7970126,1,4.88827079,0,0,0,0,38.29950211,0,229.7970126,0,0,18.28768154
48503,Young County,Texas,48503_2015,2015,18270,355.7744937,38.31417625,2,317.4603175,2,5.332357488,0,0,0.029897358,0,38.31417625,87.57525999,186.0974275,43.78762999,5.473453749,17.69606316
5017,Chicot County,Arkansas,05017_2018,2018,10438,958.0379383,38.32151753,2,919.7164208,4,10.12564494,0,0,0,0,38.32151753,325.732899,593.9835217,0,0,20.42597626
42127,Wayne County,Pennsylvania,42127_2013,2013,52184,268.2814656,38.32592365,2,229.9555419,1,8.481286915,0,1.916296183,0,3.832592365,32.57703511,34.49333129,187.7970259,7.665184731,0.714293423,18.6634037
41071,Yamhill County,Oregon,41071_2014,2014,101758,560.1525187,38.32622497,2,521.8262938,3,0.969969117,0,13.75813204,13.48355119,1.965447434,22.60264549,136.5985967,344.9360247,40.2916724,5.896342302,17.48538358
38015,Burleigh County,North Dakota,38015_2013,2013,88709,238.9836431,38.32756541,2,200.6560777,1,0,1.127281336,6.763688014,2.527767316,0,30.43659606,64.25503613,120.6191029,15.7819387,1.127281336,17.74229289
39021,Champaign County,Ohio,39021_2014,2014,39128,687.4872214,38.33571867,2,649.1515028,3,1.393152654,2.555714578,0,0.016424365,0,35.78000409,184.0114496,439.5829074,25.55714578,2.555714578,17.90827975
37093,Hoke County,North Carolina,37093_2018,2018,54764,1760.280476,38.34635892,2,1721.934117,5,0,1.826017092,0,0,14.60813673,21.9122051,604.4116573,969.6150756,147.9073844,0,14.87426754
27099,Mower County,Minnesota,27099_2015,2015,39116,296.5538399,38.34747929,2,258.2063606,2,0,2.556498619,7.669495858,3.253037745,2.556498619,25.56498619,104.8164434,117.5989365,35.79098067,0,17.2491312
37081,Guilford County,North Carolina,37081_2019,2019,537174,236.2363033,38.34884041,2,197.8874629,1,16.05898235,0.558478258,1.489275356,1.208000038,5.212463745,31.08862305,74.27760837,104.4354343,19.17442021,2.606231873,18.84647317
46011,Brookings County,South Dakota,46011_2015,2015,33897,159.3061333,38.35147653,2,120.9546568,1,0,0,5.900227159,1.477149772,0,32.45124937,50.15193085,67.85261233,2.950113579,0,18.21862475
55069,Lincoln County,Wisconsin,55069_2013,2013,28676,484.7259032,38.35960385,2,446.3662993,3,16.87073324,3.487236714,3.487236714,3.870451886,0,31.38513042,202.2597294,226.6703864,17.43618357,3.487236714,20.50619591
20057,Ford County,Kansas,20057_2018,2018,33888,230.1699717,38.36166195,2,191.8083097,1,0,0,0,0,0,38.36166195,79.67422096,82.62511804,29.50897073,0,17.34731662
20053,Ellsworth County,Kansas,20053_2017,2017,6375,847.0588,125.4902,3,721.5686,4,12.05179811,0,31.37254902,26.50165546,0,94.11764706,250.9803922,376.4705882,94.11764706,31.37255,19.58368428
51045,Craig County,Virginia,51045_2015,2015,5211,153.521397,38.38034926,2,115.1410478,1,0,0,0,0,0,38.38034926,0,95.95087315,19.19017463,0,17.232563
53039,Klickitat County,Washington,53039_2013,2013,20843,484.5751571,38.38219066,2,446.1929665,3,0,4.797773833,0,0.005444344,0,33.58441683,259.079787,105.5510243,81.56215516,0,16.5105314
21085,Grayson County,Kentucky,21085_2013,2013,26033,518.572581,38.41278377,2,480.1597972,3,0,0,11.52383513,7.232099758,0,26.88894864,222.7941459,222.7941459,34.5715054,7.682556755,18.53722857
16065,Madison County,Idaho,16065_2016,2016,39048,256.0950625,38.41425937,2,217.6808031,1,0,0,23.04855562,18.26477236,0,15.36570375,102.438025,99.87707437,15.36570375,2.560950625,18.44243848
20003,Anderson County,Kansas,20003_2015,2015,7808,537.9098361,38.42213115,2,499.4877049,3,37.09778373,0,12.80737705,8.737101394,0,25.6147541,204.9180328,268.954918,25.6147541,25.6147541,24.08047801
17171,Scott County,Illinois,17171_2014,2014,5204,307.4558032,38.4319754,2,269.0238278,2,9.067087048,0,19.2159877,19.07100248,0,19.2159877,76.86395081,134.5119139,57.64796311,19.2159877,18.80928215
17107,Logan County,Illinois,17107_2019,2019,28618,258.578517,38.43734712,2,220.1411699,1,0,0,3.494304284,2.994274962,0,34.94304284,101.3348242,108.3234328,10.48291285,0,18.20777304
5013,Calhoun County,Arkansas,05013_2014,2014,5202,672.8181469,38.44675125,2,634.3713956,3,20.28056819,0,0,0,0,38.44675125,211.4571319,346.0207612,76.8935025,19.22337562,19.64373141
48247,Jim Hogg County,Texas,48247_2015,2015,5200,153.8461538,38.46153846,2,115.3846154,1,70.81738207,0,19.23076923,19.66675767,0,19.23076923,57.69230769,38.46153846,19.23076923,38.46153846,28.46099452
35049,Santa Fe County,New Mexico,35049_2014,2014,148164,564.2396264,38.47088362,2,525.7687427,3,33.27272372,0.674927783,2.625501161,2.699711131,3.374638914,31.72160579,279.420102,226.775735,19.5729057,4.724494479,22.67149067
17023,Clark County,Illinois,17023_2018,2018,15596,275.711721,38.47140292,2,237.240318,1,0,0,6.411900487,5.982426441,0,32.05950244,121.8261093,102.5904078,12.82380097,0,18.32332547
51135,Nottoway County,Virginia,51135_2016,2016,15595,468.0987496,38.47386983,2,429.6248798,2,0,12.82462328,6.412311638,1.840351848,0,19.23693492,76.94773966,327.0278936,25.64924655,6.412311638,17.44750149
13307,Webster County,Georgia,13307_2016,2016,2599,307.8106964,38.47633705,2,269.3343594,2,2.95423588,0,0.040413993,0,0,38.47633705,115.4290112,153.9053482,0,0,18.94469252
36113,Warren County,New York,36113_2014,2014,64973,898.8349007,38.47752143,2,860.3573792,4,0,0,21.547412,21.12814797,4.617302572,12.31280686,130.8235729,724.9165038,4.617302572,1.539100857,17.92726311
20055,Finney County,Kansas,20055_2017,2017,36983,519.1575,81.11835,3,438.0391,3,0,0,5.407890112,0.757028178,8.111835168,67.5986264,124.3814726,259.5787254,54.07890112,0,16.4924328
32031,Washoe County,Nevada,32031_2015,2015,446903,219.958246,38.48709899,2,181.471147,1,20.84042196,0.223762203,7.384152713,7.829089991,2.685146441,28.19403763,50.57025798,110.5385285,20.36236051,2.908908645,19.43180671
21157,Marshall County,Kentucky,21157_2013,2013,31173,814.8076861,38.49485131,2,776.3128348,4,0,6.415808552,9.623712828,5.329404467,3.207904276,19.24742566,304.7509062,423.4433645,48.11856414,6.415808552,18.04060624
49041,Sevier County,Utah,49041_2014,2014,20773,938.7185289,38.51152939,2,900.2069995,4,0,4.813941174,0,0,0,33.69758822,158.8600587,669.1378231,72.2091176,0,15.3268549
51063,Floyd County,Virginia,51063_2014,2014,15578,937.2191552,38.51585569,2,898.7032995,4,0,0,12.83861856,8.417013003,6.419309282,19.25792785,295.288227,558.4799076,44.93516498,0,17.58905142
31011,Boone County,Nebraska,31011_2019,2019,5192,327.4268105,38.52080123,2,288.9060092,2,32.11608182,0,19.26040062,18.80593473,0,19.26040062,77.04160247,192.6040062,19.26040062,19.26040062,22.72512948
48133,Eastland County,Texas,48133_2015,2015,18171,528.314347,38.52292114,2,489.7914259,3,0,0,27.51637224,26.95448694,5.503274448,5.503274448,236.6408013,214.6277035,38.52292114,0,18.19641946
18071,Jackson County,Indiana,18071_2018,2018,44111,811.5889461,38.5391399,2,773.0498062,4,0,2.267008229,9.068032917,8.610221716,2.267008229,24.93709052,176.8266419,555.4170162,40.80614813,1.272730942,16.97708064
42027,Centre County,Pennsylvania,42027_2013,2013,158227,659.1795332,38.55220664,2,620.6273266,3,30.08071406,0,6.320033875,2.312335483,9.480050813,22.75212195,100.4885386,512.5547473,7.58404065,7.58404065,21.32689735
21157,Marshall County,Kentucky,21157_2015,2015,31101,598.0515096,38.58396836,2,559.4675412,3,0,3.215330697,12.86132279,8.34116689,0,22.50731488,250.7957943,250.7957943,57.87595254,12.86132279,18.12696622
37157,Rockingham County,North Carolina,37157_2018,2018,90690,832.5063403,38.59300915,2,793.9133311,4,0,2.205314809,0,0,7.71860183,28.66909251,308.7440732,435.5496747,49.6195832,0,17.39522514
40093,Major County,Oklahoma,40093_2016,2016,7772,746.2686567,38.60010293,2,707.6685538,4,0,0,0,0,0,38.60010293,347.4009264,321.6675244,38.60010293,0,18.42957444
36051,Livingston County,New York,36051_2013,2013,64731,719.9023652,38.62137152,2,681.2809937,4,5,0,7.661647136,7.724274304,3.089709722,27.8073875,179.2031639,475.8152972,26.26253264,0.216690954,18.12189094
29101,Johnson County,Missouri,29101_2014,2014,54362,535.3003937,38.62992532,2,496.6704683,3,0,0,12.87664177,8.523613689,0,25.75328354,220.7424304,248.3352342,27.5928038,0,18.20206778
48187,Guadalupe County,Texas,48187_2016,2016,155265,414.77474,38.64360931,2,376.1311306,2,0.17704189,0.644060155,19.96586481,19.31908235,6.440601552,11.59308279,112.066467,223.4888739,40.57578978,2.576240621,17.15965416
38075,Renville County,North Dakota,38075_2014,2014,2587,1739.466564,38.65481252,2,1700.811751,5,99.98074036,0,0,0,0,38.65481252,695.7866254,850.4058755,154.6192501,77.30962505,31.22915099
20057,Ford County,Kansas,20057_2019,2019,33619,214.1646093,38.66861001,2,175.4959993,1,0,0,0,0,0,38.66861001,44.61762694,101.1332877,29.74508462,0,17.08122857
38015,Burleigh County,North Dakota,38015_2014,2014,90503,229.8266356,38.67275118,2,191.1538844,1,0,0,9.944421732,5.500469074,1.104935748,27.6233937,55.2467874,127.067611,8.839485984,2.209871496,18.05179987
21177,Muhlenberg County,Kentucky,21177_2016,2016,31028,209.4882042,38.67474539,2,170.8134588,1,0,0,3.222895449,0,6.445790899,29.00605904,70.90369988,87.01817713,12.8915818,0,17.89720434
36097,Schuyler County,New York,36097_2016,2016,18099,176.8053484,38.67616995,2,138.1291784,1,0,0,5.525167136,5.290000798,0,33.15100282,55.25167136,77.35233991,5.525167136,0,18.18358981
42009,Bedford County,Pennsylvania,42009_2014,2014,49118,488.6192435,38.68235677,2,449.9368867,3,16.90125047,0,0,0,12.21548109,26.46687569,97.72384869,311.4947677,40.71827029,4.071827029,18.77086958
31121,Merrick County,Nebraska,31121_2019,2019,7755,77.36943907,38.68471954,2,38.68471954,1,0,0,12.89490651,12.15842944,0,25.78981302,12.89490651,12.89490651,12.89490651,0,17.8452657
48061,Cameron County,Texas,48061_2018,2018,423908,259.726167,38.68763977,2,221.0385272,1,23.20102948,0.235900243,12.03091237,11.61024673,3.538503638,22.88232352,76.43167857,133.0477368,11.55911188,0.471800485,20.08173389
47187,Williamson County,Tennessee,47187_2013,2013,198975,264.3548184,38.69832894,2,225.6564895,1,4.039363249,0,3.015454203,0,0.5025757,35.18029903,66.33999246,146.2495288,13.06696821,1.507727101,18.09390433
13249,Schley County,Georgia,13249_2015,2015,5168,851.3931889,38.6996904,2,812.6934985,4,2.151353693,0,19.62830486,19.3498452,0,19.3498452,386.996904,406.3467492,19.3498452,17.67294423,20.96532087
23025,Somerset County,Maine,23025_2013,2013,51680,799.1486068,38.6996904,2,760.4489164,4,0,0,17.41486068,17.28436062,1.93498452,19.3498452,245.7430341,468.2662539,46.43962848,3.86996904,17.66188329
21213,Simpson County,Kentucky,21213_2016,2016,18083,431.3443566,38.71039097,2,392.6339656,2,0,0,5.530055854,0.820837277,11.06011171,22.12022341,171.4317315,204.6120666,16.59016756,0,18.25355676
28081,Lee County,Mississippi,28081_2014,2014,85246,756.6337423,38.71149379,2,717.9222486,4,16.50741479,0,1.17307557,1.532990503,3.519226709,34.01919152,212.3266781,469.2302278,36.36534266,4.692302278,19.44209766
39075,Holmes County,Ohio,39075_2015,2015,43909,498.7587966,38.71643627,2,460.0423603,3,0,0,34.16156141,33.50594814,0,4.554874855,141.2011205,293.7894281,25.0518117,2.277437427,18.18041644
48309,McLennan County,Texas,48309_2016,2016,247934,241.5965539,38.71998193,2,202.876572,1,13.72800834,0.403333145,10.08332863,9.837927745,2.016665726,26.21665443,73.80996556,106.8832835,22.18332298,2.419998871,19.03212687
16043,Fremont County,Idaho,16043_2013,2013,12912,673.7918216,38.72366791,2,635.0681537,3,2.150490477,0,0,0,0,38.72366791,100.6815366,480.173482,54.21313507,7.744733581,16.74297344
53029,Island County,Washington,53029_2016,2016,82636,672.8302435,38.72404279,2,634.1062007,3,14.44173093,1.210126337,2.420252674,2.137024588,1.210126337,33.88353744,234.7645094,377.5594172,21.78227407,2.420252674,19.90269598
20163,Rooks County,Kansas,20163_2013,2013,5164,329.2021689,38.72966692,2,290.4725019,2,0,0,38.72966692,34.01095515,0,0,135.5538342,154.9186677,0,0,19.23517406
55115,Shawano County,Wisconsin,55115_2015,2015,41304,801.3751695,38.73716831,2,762.6380012,4,0,0,17.02597823,16.94751114,0,21.78965718,234.8440829,484.2146039,43.57931435,2.42107302,17.59582756
20057,Ford County,Kansas,20057_2017,2017,34492,353.7052,66.68213,3,287.0231,2,20.05711662,0,0,0,2.899223008,63.78290618,127.5658124,130.4650354,28.99223008,8.697669,20.44238842
4017,Navajo County,Arizona,04017_2019,2019,110924,346.1829721,38.76528073,2,307.4176914,2,5.125758432,0.901518157,0,0,4.507590783,33.35617179,173.0914861,103.674588,30.65161732,4.507590783,18.60640285
36105,Sullivan County,New York,36105_2016,2016,74801,431.8124089,38.76953517,2,393.0428738,2,8.689398052,1.336880523,0,0,4.010641569,33.42201307,74.86530929,311.4931619,6.684402615,4.010641569,18.94841812
55021,Columbia County,Wisconsin,55021_2015,2015,56743,549.8475583,38.77130219,2,511.0762561,3,6.637099702,1.762331918,12.33632342,12.20813889,0,24.67264685,126.8878981,366.5650389,17.62331918,1.762331918,18.62450833
41061,Union County,Oregon,41061_2015,2015,25790,973.245444,38.77471888,2,934.4707251,4,0,0,23.26483133,22.75109615,3.877471888,11.63241566,263.6680884,604.8856146,65.9170221,7.754943777,17.2107895
51045,Craig County,Virginia,51045_2016,2016,5158,484.683986,38.77471888,2,445.9092672,3,0,0,19.38735944,14.71920211,0,19.38735944,77.54943777,348.9724699,19.38735944,0,17.57513745
31089,Holt County,Nebraska,31089_2015,2015,10313,106.6614952,38.78599825,2,67.87549695,1,39.01171436,0,0,0,9.696499564,29.08949869,29.08949869,29.08949869,9.696499564,9.696499564,22.83542737
48167,Galveston County,Texas,48167_2015,2015,322225,363.4106603,38.79276903,2,324.6178912,2,25.92177245,0.931026457,8.999922414,8.967332474,6.517185197,22.34463496,85.34409186,210.4119792,28.86182016,3.724105827,19.99283626
20163,Rooks County,Kansas,20163_2014,2014,5155,329.7769156,38.79728419,2,290.9796314,2,0,0,38.79728419,34.03278111,0,0,116.3918526,155.1891368,19.3986421,0,18.39001349
19103,Johnson County,Iowa,19103_2015,2015,144251,184.4008014,38.82122134,2,145.57958,1,0,0,6.932360954,2.437526554,0,31.88886039,45.7535823,90.1206924,9.705305336,2.079708286,17.889072
8087,Morgan County,Colorado,08087_2014,2014,28328,374.1880825,38.83083875,2,335.3572437,2,0,0,10.59022875,6.240900345,0,28.24061,52.95114374,236.5151087,45.89099125,7.060152499,16.92717059
21031,Butler County,Kentucky,21031_2014,2014,12875,450.4854369,38.83495146,2,411.6504854,2,15.29976389,0,0,0,7.766990291,31.06796117,178.6407767,186.407767,46.60194175,7.766990291,19.42364588
46019,Butte County,South Dakota,46019_2014,2014,10298,786.5604972,38.84249369,2,747.7180035,4,8.674376806,0,0,0,0,38.84249369,38.84249369,708.8755098,0,0,18.20967259
39015,Brown County,Ohio,39015_2016,2016,43759,744.9896021,38.84915103,2,706.1404511,4,0,2.285244178,11.42622089,10.94552741,4.570488357,20.56719761,235.3801504,436.4816381,34.27866268,2.285244178,17.87525479
48247,Jim Hogg County,Texas,48247_2016,2016,5146,213.7582588,38.86513797,2,174.8931209,1,10.48621879,0,0,0,0,38.86513797,77.73027594,97.16284493,0,0,19.62476464
20059,Franklin County,Kansas,20059_2017,2017,25663,814.402,187.0397,3,627.3624,3,0,0,15.58664225,11.00602316,0,171.4530647,218.2129915,339.0094689,70.13989011,0,16.67956214
20175,Seward County,Kansas,20175_2015,2015,23152,164.1326883,38.87353144,2,125.2591569,1,5.227709733,0,0,0,4.319281272,34.55425017,51.83137526,60.4699378,12.95784381,0,18.39323979
21213,Simpson County,Kentucky,21213_2015,2015,18006,444.2963457,38.87593025,2,405.4204154,2,0,0,11.10740864,6.661253871,0,27.7685216,183.2722426,205.4870599,16.66111296,0,18.46103039
26053,Gogebic County,Michigan,26053_2015,2015,15431,440.6713758,38.88276845,2,401.7886073,2,0,0,6.480461409,2.049601441,0,32.40230704,51.84369127,349.9449161,0,0,17.93751973
53075,Whitman County,Washington,53075_2016,2016,48851,231.3156333,38.89377904,2,192.4218542,1,0,0,16.37632802,15.58685979,2.047041002,20.47041002,112.5872551,57.31714806,22.51745102,2.047041002,18.18156592
18003,Allen County,Indiana,18003_2018,2018,375351,210.2032498,38.89692581,2,171.3063239,1,21.61900082,0,5.594763302,5.285910613,6.926849802,26.37531271,41.29468151,113.2273525,16.7842899,0.5328346,19.49004785
31157,Scotts Bluff County,Nebraska,31157_2018,2018,35989,244.5191586,38.90077524,2,205.6183834,1,0,0,11.11450721,10.52413425,0,27.78626803,27.78626803,155.6031009,22.22901442,0,17.30828646
