"Qualifying Name","Name of Area","FIPS","State","County","Total Population (2013 est.)","Total Violent and Property Crimes ","Total Violent and Property Crimes: Violent Crimes ","Total Violent and Property Crimes: Property Crimes","% Total Violent and Property Crimes: Violent Crimes ","% Total Violent and Property Crimes: Property Crimes","Total Violent and Property Crimes Rate","Total Violent and Property Crimes Rate: Violent Crimes Rate","Total Violent and Property Crimes Rate: Property Crimes Rate","Total Violent Crimes ","Total Violent Crimes: Murders and Nonnegligent Manslaughters","Total Violent Crimes: Rape Revised Definition ","Total Violent Crimes Rate: Rape Legacy Definition ","Total Violent Crimes: Robberies","Total Violent Crimes: Aggravated Assaults","Total Violent Crimes Rate","Total Violent Crimes Rate: Murders and Nonnegligent Manslaughters Rate","Total Violent Crimes Rate: Rape Revised Definition Rate","Total Violent Crimes Rate: Rape Legacy Definition Rate","Total Violent Crimes Rate: Robberies Rate","Total Violent Crimes Rate: Aggravated Assaults Rate","Total Property Crimes","Total Property Crimes: Burglaries","Total Property Crimes: Larcenies","Total Property Crimes: Motor Vehicle Thefts","Total Property Crimes Rate","Total Property Crimes Rate: Burglaries Rate","Total Property Crimes Rate: Larcenies Rate","Total Property Crimes Rate: Motor Vehicle Thefts Rate","Arsons","Arsons Rate","Total Number of Hate Crime Reported:","Total Number of Hate Crimes with an Anti-Race, Anti-Ethnicity, Anti-Ancestry Bias Reported:","Total Number of Hate Crimes with an Anti-Religion Bias Reported:","Total Number of Hate Crimes with an Anti-Sexual Orientation Bias Reported:","Total Number of Hate Crimes with an Anti-Disability Bias Reported:","Total Number of Hate Crimes with an Anti-Gender and Anti-Gender Identity Bias Reported:","% Total Number of Hate Crimes with an Anti-Race, Anti-Ethnicity, Anti-Ancestry Bias Reported:","% Total Number of Hate Crimes with an Anti-Religion Bias Reported:","% Total Number of Hate Crimes with an Anti-Sexual Orientation Bias Reported:","% Total Number of Hate Crimes with an Anti-Disability Bias Reported:","% Total Number of Hate Crimes with an Anti-Gender and Anti-Gender Identity Bias Reported:","Total Number of Hate Crime Reported (Rate per 100,000 Population):","Anti-Race, Anti-Ethnicity, Anti-Ancestry Rate:","Anti-Religion Rate:","Anti-Sexual Orientation Rate:","Anti-Disability Rate:","Anti-Gender and Anti-Gender Rate:"
Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,PCT_SE_T002_002,PCT_SE_T002_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T006_001,SE_T006_002,SE_T006_003,SE_T006_004,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T008_001,SE_T009_001,SE_T010_001,SE_T010_002,SE_T010_003,SE_T010_004,SE_T010_005,SE_T010_006,PCT_SE_T010_002,PCT_SE_T010_003,PCT_SE_T010_004,PCT_SE_T010_005,PCT_SE_T010_006,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T011_006
"Autauga County, Alabama","Autauga County","01001","01","001",55136,516,72,444,13.95,86.05,935.867672663958,130.586186883343,805.281485780615,72,0,15,,3,54,130.586186883343,0,27.2054556006965,,5.44109112013929,97.9396401625073,444,160,238,46,805.281485780615,290.191526407429,431.65989553105,83.4300638421358,,,,,,,,,,,,,,,,,,,
"Baldwin County, Alabama","Baldwin County","01003","01","003",195443,785,111,674,14.14,85.86,401.651632445265,56.794052485891,344.857579959374,111,0,13,,27,71,56.794052485891,0,6.6515556965458,,13.8147695235951,36.3277272657501,674,250,380,44,344.857579959374,127.914532625881,194.430089591339,22.512957742155,,,,,,,,,,,,,,,,,,,
"Barbour County, Alabama","Barbour County","01005","01","005",26978,136,21,115,15.44,84.56,504.114463637038,77.8412039439543,426.273259693083,21,1,2,,2,16,77.8412039439543,3.70672399733116,7.41344799466232,,7.41344799466232,59.3075839572985,115,43,63,9,426.273259693083,159.38913188524,233.523611831863,33.3605159759804,,,,,,,,,,,,,,,,,,,
"Bibb County, Alabama","Bibb County","01007","01","007",22504,131,8,123,6.11,93.89,582.118734447209,35.5492356914326,546.569498755777,8,0,0,,0,8,35.5492356914326,0,0,,0,35.5492356914326,123,65,40,18,546.569498755777,288.83753999289,177.746178457163,79.9857803057234,,,,,,,,,,,,,,,,,,,
"Blount County, Alabama","Blount County","01009","01","009",57720,1038,91,947,8.77,91.23,1798.3367983368,157.657657657658,1640.67914067914,91,0,9,,0,82,157.657657657658,0,15.5925155925156,,0,142.065142065142,947,302,562,83,1640.67914067914,523.215523215523,973.665973665974,143.797643797644,,,,,,,,,,,,,,,,,,,
"Butler County, Alabama","Butler County","01013","01","013",20289,176,35,141,19.89,80.11,867.465128887574,172.507269949234,694.957858938341,35,1,6,,0,28,172.507269949234,4.92877914140667,29.57267484844,,0,138.005815959387,141,49,85,7,694.957858938341,241.510177928927,418.946227019567,34.5014539898467,,,,,,,,,,,,,,,,,,,
"Calhoun County, Alabama","Calhoun County","01015","01","015",116547,481,28,453,5.82,94.18,412.709035839618,24.0246424189383,388.68439342068,28,0,7,,5,16,24.0246424189383,0,6.00616060473457,,4.29011471766755,13.7283670965362,453,183,259,11,388.68439342068,157.018198666632,222.227942375179,9.43825237886861,,,,,,,,,,,,,,,,,,,
"Chambers County, Alabama","Chambers County","01017","01","017",34175,124,4,120,3.23,96.77,362.838332114118,11.7044623262619,351.133869787857,4,0,0,,0,4,11.7044623262619,0,0,,0,11.7044623262619,120,69,45,6,351.133869787857,201.901975128018,131.675201170446,17.5566934893928,,,,,,,,,,,,,,,,,,,
"Cherokee County, Alabama","Cherokee County","01019","01","019",26115,512,64,448,12.5,87.5,1960.55906567107,245.069883208884,1715.48918246219,64,1,12,,1,50,245.069883208884,3.82921692513881,45.9506031016657,,3.82921692513881,191.46084625694,448,169,250,29,1715.48918246219,647.137660348459,957.304231284702,111.047290829025,,,,,,,,,,,,,,,,,,,
"Chilton County, Alabama","Chilton County","01021","01","021",43836,688,84,604,12.21,87.79,1569.48626699516,191.623323295921,1377.86294369924,84,1,23,,1,59,191.623323295921,2.28123003923716,52.4682909024546,,2.28123003923716,134.592572314992,604,228,332,44,1377.86294369924,520.120448946072,757.368373026736,100.374121726435,,,,,,,,,,,,,,,,,,,
"Choctaw County, Alabama","Choctaw County","01023","01","023",13397,49,7,42,14.29,85.71,365.753526909009,52.2505038441442,313.503023064865,7,0,0,,0,7,52.2505038441442,0,0,,0,52.2505038441442,42,19,22,1,313.503023064865,141.822796148391,164.215869224453,7.4643576920206,,,,,,,,,,,,,,,,,,,
"Clarke County, Alabama","Clarke County","01025","01","025",25166,191,56,135,29.32,70.68,758.960502264961,222.522450925852,536.438051339108,56,0,6,,4,46,222.522450925852,0,23.841691170627,,15.894460780418,182.786298974807,135,62,57,16,536.438051339108,246.364142096479,226.496066120957,63.5778431216721,,,,,,,,,,,,,,,,,,,
"Cleburne County, Alabama","Cleburne County","01029","01","029",15017,103,3,100,2.91,97.09,685.889325431178,19.9773589931411,665.911966438037,3,0,0,,0,3,19.9773589931411,0,0,,0,19.9773589931411,100,38,61,1,665.911966438037,253.046547246454,406.206299527203,6.65911966438037,,,,,,,,,,,,,,,,,,,
"Coffee County, Alabama","Coffee County","01031","01","031",50861,196,22,174,11.22,88.78,385.364031379643,43.2551463793476,342.108885000295,22,0,2,,2,18,43.2551463793476,0,3.93228603448615,,3.93228603448615,35.3905743103753,174,68,90,16,342.108885000295,133.697725172529,176.952871551877,31.4582882758892,,,,,,,,,,,,,,,,,,,
"Conecuh County, Alabama","Conecuh County","01035","01","035",12898,117,28,89,23.93,76.07,907.117382539929,217.087920607846,690.029461932083,28,1,4,,1,22,217.087920607846,7.75314002170879,31.0125600868352,,7.75314002170879,170.569080477593,89,29,54,6,690.029461932083,224.841060629555,418.669561172275,46.5188401302527,,,,,,,,,,,,,,,,,,,
"Coosa County, Alabama","Coosa County","01037","01","037",11065,225,13,212,5.78,94.22,2033.43877089923,117.487573429733,1915.9511974695,13,0,2,,1,10,117.487573429733,0,18.0750112968821,,9.03750564844103,90.3750564844103,212,82,119,11,1915.9511974695,741.075463172165,1075.46317216448,99.4125621328513,,,,,,,,,,,,,,,,,,,
"Covington County, Alabama","Covington County","01039","01","039",37850,431,50,381,11.6,88.4,1138.70541611625,132.100396301189,1006.60501981506,50,0,17,,1,32,132.100396301189,0,44.9141347424042,,2.64200792602378,84.5442536327609,381,105,246,30,1006.60501981506,277.410832232497,649.933949801849,79.2602377807133,,,,,,,,,,,,,,,,,,,
"Crenshaw County, Alabama","Crenshaw County","01041","01","041",13960,207,54,153,26.09,73.91,1482.80802292264,386.819484240688,1095.98853868195,54,2,9,,4,39,386.819484240688,14.3266475644699,64.4699140401146,,28.6532951289398,279.369627507163,153,68,71,14,1095.98853868195,487.106017191977,508.595988538682,100.286532951289,,,,,,,,,,,,,,,,,,,
"Cullman County, Alabama","Cullman County","01043","01","043",80783,982,53,929,5.4,94.6,1215.60229256155,65.6078630404912,1149.99442952106,53,3,33,,1,16,65.6078630404912,3.71365262493346,40.8501788742681,,1.23788420831115,19.8061473329785,929,310,563,56,1149.99442952106,383.744104576458,696.92880927918,69.3215156654247,,,,,,,,,,,,,,,,,,,
"Dale County, Alabama","Dale County","01045","01","045",49845,197,34,163,17.26,82.74,395.225198114154,68.2114555120875,327.013742602066,34,1,9,,0,24,68.2114555120875,2.00621927976728,18.0559735179055,,0,48.1492627144147,163,43,107,13,327.013742602066,86.267429029993,214.665462935099,26.0808506369746,,,,,,,,,,,,,,,,,,,
"Dallas County, Alabama","Dallas County","01047","01","047",42102,569,60,509,10.54,89.46,1351.47973967983,142.511044605957,1208.96869507387,60,2,9,,6,43,142.511044605957,4.7503681535319,21.3766566908935,,14.2511044605957,102.132915300936,509,176,305,28,1208.96869507387,418.032397510807,724.431143413615,66.5051541494466,,,,,,,,,,,,,,,,,,,
"DeKalb County, Alabama","DeKalb County","01049","01","049",70894,958,157,801,16.39,83.61,1351.31322819985,221.457387084944,1129.8558411149,157,2,31,,3,121,221.457387084944,2.82111321127317,43.7272547747341,,4.23166981690975,170.677349282027,801,333,395,73,1129.8558411149,469.715349676983,557.169859226451,102.970632211471,,,,,,,,,,,,,,,,,,,
"Elmore County, Alabama","Elmore County","01051","01","051",80808,852,69,783,8.1,91.9,1054.35105435105,85.3875853875854,968.963468963469,69,0,18,,6,45,85.3875853875854,0,22.2750222750223,,7.42500742500742,55.6875556875557,783,269,494,20,968.963468963469,332.887832887833,611.325611325611,24.7500247500248,,,,,,,,,,,,,,,,,,,
"Etowah County, Alabama","Etowah County","01055","01","055",103962,717,110,607,15.34,84.66,689.675073584579,105.807891344914,583.867182239664,110,2,25,,3,80,105.807891344914,1.92377984263481,24.0472480329351,,2.88566976395221,76.9511937053924,607,261,310,36,583.867182239664,251.053269463843,298.185875608395,34.6280371674266,,,,,,,,,,,,,,,,,,,
"Fayette County, Alabama","Fayette County","01057","01","057",16909,105,8,97,7.62,92.38,620.97108048968,47.3120823230232,573.658998166657,8,0,1,,1,6,47.3120823230232,0,5.91401029037791,,5.91401029037791,35.4840617422674,97,31,58,8,573.658998166657,183.334319001715,343.012596841919,47.3120823230232,,,,,,,,,,,,,,,,,,,
"Franklin County, Alabama","Franklin County","01059","01","059",31542,332,47,285,14.16,85.84,1052.56483418934,149.007672309936,903.557161879399,47,1,8,,4,34,149.007672309936,3.17037600659438,25.3630080527551,,12.6815040263775,107.792784224209,285,102,173,10,903.557161879399,323.378352672627,548.475049140828,31.7037600659438,,,,,,,,,,,,,,,,,,,
"Geneva County, Alabama","Geneva County","01061","01","061",26742,332,36,296,10.84,89.16,1241.49278288834,134.619699349338,1106.873083539,36,1,10,,1,24,134.619699349338,3.73943609303717,37.3943609303717,,3.73943609303717,89.7464662328921,296,87,186,23,1106.873083539,325.330940094234,695.535113304914,86.0070301398549,,,,,,,,,,,,,,,,,,,
"Greene County, Alabama","Greene County","01063","01","063",8718,127,35,92,27.56,72.44,1456.75613672861,401.46822665749,1055.28791007112,35,1,1,,3,30,401.46822665749,11.4705207616426,11.4705207616426,,34.4115622849277,344.115622849277,92,32,48,12,1055.28791007112,367.056664372563,550.584996558844,137.646249139711,,,,,,,,,,,,,,,,,,,
"Hale County, Alabama","Hale County","01065","01","065",15311,176,39,137,22.16,77.84,1149.50035921886,254.718829599634,894.781529619228,39,0,3,,1,35,254.718829599634,0,19.5937561230488,,6.53125204101626,228.593821435569,137,44,78,15,894.781529619228,287.375089804716,509.437659199269,97.9687806152439,,,,,,,,,,,,,,,,,,,
"Henry County, Alabama","Henry County","01067","01","067",17224,173,27,146,15.61,84.39,1004.41244774733,156.758012076173,847.654435671157,27,2,4,,1,20,156.758012076173,11.611704598235,23.22340919647,,5.80585229911751,116.11704598235,146,75,61,10,847.654435671157,435.438922433813,354.156990246168,58.0585229911751,,,,,,,,,,,,,,,,,,,
"Houston County, Alabama","Houston County","01069","01","069",103626,708,103,605,14.55,85.45,683.226217358578,99.395904502731,583.830312855847,103,0,25,,12,66,99.395904502731,0,24.1252195394978,,11.5801053789589,63.6905795842742,605,185,361,59,583.830312855847,178.526624592284,348.368170150348,56.9355181132148,,,,,,,,,,,,,,,,,,,
"Jackson County, Alabama","Jackson County","01071","01","071",52944,677,100,577,14.77,85.23,1278.70957993351,188.87881535207,1089.83076458144,100,1,33,,1,65,188.87881535207,1.8887881535207,62.3300090661831,,1.8887881535207,122.771229978846,577,220,298,59,1089.83076458144,415.533393774554,562.858869749169,111.438501057721,,,,,,,,,,,,,,,,,,,
"Jefferson County, Alabama","Jefferson County","01073","01","073",659197,4383,705,3678,16.08,83.92,664.899870600139,106.948302252589,557.95156834755,705,5,81,,183,436,106.948302252589,0.758498597536093,12.2876772800847,,27.761048669821,66.1410777051473,3678,1908,1664,106,557.95156834755,289.443064819773,252.428333260012,16.0801702677652,31,4.70269130472378,,,,,,,,,,,,,,,,,
"Lawrence County, Alabama","Lawrence County","01079","01","079",33571,524,65,459,12.4,87.6,1560.87098984242,193.619493014804,1367.25149682762,65,2,9,,5,49,193.619493014804,5.95752286199398,26.8088528789729,,14.893807154985,145.959310118853,459,142,286,31,1367.25149682762,422.984123201573,851.925769265139,92.3416043609067,,,,,,,,,,,,,,,,,,,
"Limestone County, Alabama","Limestone County","01083","01","083",88924,873,86,787,9.85,90.15,981.737213800549,96.7117988394584,885.02541496109,86,0,14,,5,67,96.7117988394584,0,15.7437812064235,,5.62277900229409,75.3452386307409,787,263,468,56,885.02541496109,295.758175520669,526.292114614727,62.9751248256939,,,,,,,,,,,,,,,,,,,
"Lowndes County, Alabama","Lowndes County","01085","01","085",10730,245,32,213,13.06,86.94,2283.31780055918,298.229263746505,1985.08853681267,32,2,6,,1,23,298.229263746505,18.6393289841566,55.9179869524697,,9.31966449207829,214.352283317801,213,99,88,26,1985.08853681267,922.64678471575,820.130475302889,242.311276794035,,,,,,,,,,,,,,,,,,,
"Macon County, Alabama","Macon County","01087","01","087",19822,217,28,189,12.9,87.1,1094.74321461003,141.257188981939,953.48602562809,28,0,2,,6,20,141.257188981939,0,10.0897992129957,,30.269397638987,100.897992129957,189,84,88,17,953.48602562809,423.771566945818,443.951165371809,85.7632933104631,,,,,,,,,,,,,,,,,,,
"Madison County, Alabama","Madison County","01089","01","089",347073,2532,317,2215,12.52,87.48,729.529522607636,91.3352522380018,638.194270369634,317,1,62,,30,224,91.3352522380018,0.288123824094643,17.8636770938679,,8.64371472283929,64.5397365972,2215,630,1418,167,638.194270369634,181.518009179625,408.559582566204,48.1166786238054,,,,,,,,,,,,,,,,,,,
"Marengo County, Alabama","Marengo County","01091","01","091",20228,229,35,194,15.28,84.72,1132.09412695274,173.027486652165,959.066640300573,35,1,2,,2,30,173.027486652165,4.94364247577615,9.8872849515523,,9.8872849515523,148.309274273285,194,72,107,15,959.066640300573,355.942258255883,528.969744908048,74.1546371366423,,,,,,,,,,,,,,,,,,,
"Marion County, Alabama","Marion County","01093","01","093",30305,190,22,168,11.58,88.42,626.959247648903,72.5952813067151,554.363966342188,22,1,2,,0,19,72.5952813067151,3.29978551394159,6.59957102788319,,0,62.6959247648903,168,59,97,12,554.363966342188,194.687345322554,320.079194852335,39.5974261672991,,,,,,,,,,,,,,,,,,,
"Mobile County, Alabama","Mobile County","01097","01","097",414560,2611,224,2387,8.58,91.42,629.824392126592,54.033191817831,575.791200308761,224,5,48,,40,131,54.033191817831,1.20609803164801,11.5785411038209,,9.6487842531841,31.5997684291779,2387,739,1421,227,575.791200308761,178.261289077576,342.773060594365,54.7568506368198,,,,,,,,,,,,,,,,,,,
"Monroe County, Alabama","Monroe County","01099","01","099",22188,141,20,121,14.18,85.82,635.478637101136,90.1388137732107,545.339823327925,20,0,0,,1,19,90.1388137732107,0,0,,4.50694068866054,85.6318730845502,121,50,65,6,545.339823327925,225.347034433027,292.951144762935,27.0416441319632,,,,,,,,,,,,,,,,,,,
"Montgomery County, Alabama","Montgomery County","01101","01","101",227271,158,12,146,7.59,92.41,69.5205283560155,5.28004012830498,64.2404882277105,12,0,0,,3,9,5.28004012830498,0,0,,1.32001003207624,3.96003009622873,146,76,53,17,64.2404882277105,33.4402541459315,23.320177233347,7.48005684843205,,,,,,,,,,,,,,,,,,,
"Pike County, Alabama","Pike County","01109","01","109",33682,125,18,107,14.4,85.6,371.118104625616,53.4410070660887,317.677097559527,18,1,3,,2,12,53.4410070660887,2.96894483700493,8.90683451101479,,5.93788967400986,35.6273380440591,107,29,71,7,317.677097559527,86.0994002731429,210.79508342735,20.7826138590345,,,,,,,,,,,,,,,,,,,
"Randolph County, Alabama","Randolph County","01111","01","111",22663,183,7,176,3.83,96.17,807.483563517628,30.8873494241716,776.596214093456,7,0,1,,0,6,30.8873494241716,0,4.41247848916737,,0,26.4748709350042,176,81,94,1,776.596214093456,357.410757622557,414.772977981732,4.41247848916737,,,,,,,,,,,,,,,,,,,
"Russell County, Alabama","Russell County","01113","01","113",59430,430,55,375,12.79,87.21,723.540299512031,92.5458522631668,630.994447248864,55,3,10,,1,41,92.5458522631668,5.04795557799091,16.826518593303,,1.6826518593303,68.9887262325425,375,122,219,34,630.994447248864,205.283526838297,368.500757193337,57.2101632172304,,,,,,,,,,,,,,,,,,,
"Sumter County, Alabama","Sumter County","01119","01","119",13345,92,21,71,22.83,77.17,689.396777819408,157.362307980517,532.034469838891,21,2,1,,3,15,157.362307980517,14.986886474335,7.49344323716748,,22.4803297115024,112.401648557512,71,30,37,4,532.034469838891,224.803297115024,277.257399775197,29.9737729486699,,,,,,,,,,,,,,,,,,,
"Talladega County, Alabama","Talladega County","01121","01","121",81339,937,79,858,8.43,91.57,1151.96892019818,97.1243806783954,1054.84453951979,79,1,11,,11,56,97.1243806783954,1.22942254023285,13.5236479425614,,13.5236479425614,68.8476622530397,858,315,479,64,1054.84453951979,387.268100173349,588.893396771536,78.6830425749026,,,,,,,,,,,,,,,,,,,
"Tallapoosa County, Alabama","Tallapoosa County","01123","01","123",41221,207,21,186,10.14,89.86,502.171223405546,50.9449067223017,451.226316683244,21,2,10,,0,9,50.9449067223017,4.85189587831445,24.2594793915723,,0,21.833531452415,186,75,103,8,451.226316683244,181.946095436792,249.872637733194,19.4075835132578,,,,,,,,,,,,,,,,,,,
"Tuscaloosa County, Alabama","Tuscaloosa County","01125","01","125",200744,1669,223,1446,13.36,86.64,831.407165344917,111.086757262982,720.320408081935,223,6,7,,26,184,111.086757262982,2.98888136133583,3.4870282548918,,12.9518192324553,91.6590284142988,1446,461,872,113,720.320408081935,229.645717929303,434.384091180807,56.2905989718248,,,,,,,,,,,,,,,,,,,
"Washington County, Alabama","Washington County","01129","01","129",16842,199,34,165,17.09,82.91,1181.56988481178,201.876261726636,979.693623085144,34,0,1,,0,33,201.876261726636,0,5.93753710960693,,0,195.938724617029,165,55,97,13,979.693623085144,326.564541028381,575.941099631873,77.1879824248902,,,,,,,,,,,,,,,,,,,
"Wilcox County, Alabama","Wilcox County","01131","01","131",11262,108,29,79,26.85,73.15,958.977091102824,257.503107796129,701.473983306695,29,2,2,,2,23,257.503107796129,17.7588350204227,17.7588350204227,,17.7588350204227,204.226602734861,79,15,56,8,701.473983306695,133.19126265317,497.247380571835,71.0353400816906,,,,,,,,,,,,,,,,,,,
"Winston County, Alabama","Winston County","01133","01","133",24187,194,26,168,13.4,86.6,802.083764005458,107.495762186298,694.588001819159,26,2,5,,0,19,107.495762186298,8.26890478356142,20.6722619589035,,0,78.5545954438335,168,86,74,8,694.588001819159,355.562905693141,305.949476991772,33.0756191342457,,,,,,,,,,,,,,,,,,,
"Anchorage Municipality, Alaska","Anchorage Municipality","02020","02","020",301155,14467,2435,12032,16.83,83.17,4803.83855489698,808.553734787734,3995.28482010925,2435,14,408,,522,1491,808.553734787734,4.64876890637712,135.478408128705,,173.33266922349,495.093888529163,12032,1318,9845,869,3995.28482010925,437.648387043217,3269.08070594876,288.555727117265,74,24.5720642194219,,,,,,,,,,,,,,,,,
"Bethel Census Area, Alaska","Bethel Census Area","02050","02","050",17847,205,56,149,27.32,72.68,1148.65243458284,313.778226032386,834.874208550457,56,0,10,,2,44,313.778226032386,0,56.0318260772119,,11.2063652154424,246.540034739732,149,26,78,45,834.874208550457,145.682747800751,437.048243402252,252.143217347453,17,95.2541043312602,,,,,,,,,,,,,,,,,
"Bristol Bay Borough, Alaska","Bristol Bay Borough","02060","02","060",952,10,1,9,10,90,1050.42016806723,105.042016806723,945.378151260504,1,1,0,,0,0,105.042016806723,105.042016806723,0,,0,0,9,0,3,6,945.378151260504,0,315.126050420168,630.252100840336,,,,,,,,,,,,,,,,,,,
"Dillingham Census Area, Alaska","Dillingham Census Area","02070","02","070",4979,89,47,42,52.81,47.19,1787.50753163286,943.964651536453,843.542880096405,47,0,16,,1,30,943.964651536453,0,321.349668608154,,20.0843542880096,602.530628640289,42,2,28,12,843.542880096405,40.1687085760193,562.36192006427,241.012251456116,,,,,,,,,,,,,,,,,,,
"Fairbanks North Star Borough, Alaska","Fairbanks North Star Borough","02090","02","090",100928,1580,232,1348,14.68,85.32,1565.47241597971,229.866835764109,1335.6055802156,232,0,35,,38,159,229.866835764109,0,34.6781864299303,,37.6506024096386,157.53804692454,1348,122,1117,109,1335.6055802156,120.878249841471,1106.72954977806,107.997780596068,6,5.94483195941661,,,,,,,,,,,,,,,,,
"Haines Borough, Alaska","Haines Borough","02100","02","100",2558,69,7,62,10.14,89.86,2697.41985926505,273.651290070368,2423.76856919468,7,0,0,,0,7,273.651290070368,0,0,,0,273.651290070368,62,12,48,2,2423.76856919468,469.116497263487,1876.46598905395,78.1860828772479,,,,,,,,,,,,,,,,,,,
"Juneau City and Borough, Alaska","Juneau City and Borough","02110","02","110",32587,1197,134,1063,11.19,88.81,3673.24393162918,411.206923006107,3262.03700862307,134,0,18,,15,101,411.206923006107,0,55.2367508515666,,46.0306257096388,309.939546444901,1063,101,926,36,3262.03700862307,309.939546444901,2841.62396047504,110.473501703133,1,3.06870838064259,,,,,,,,,,,,,,,,,
"Kenai Peninsula Borough, Alaska","Kenai Peninsula Borough","02122","02","122",57015,926,118,808,12.74,87.26,1624.13399982461,206.963079891257,1417.17091993335,118,0,11,,5,102,206.963079891257,0,19.2931684644392,,8.76962202929054,178.900289397527,808,83,684,41,1417.17091993335,145.575725686223,1199.68429360695,71.9109006401824,1,1.75392440585811,,,,,,,,,,,,,,,,,
"Ketchikan Gateway Borough, Alaska","Ketchikan Gateway Borough","02130","02","130",13716,310,32,278,10.32,89.68,2260.13414989793,233.304170312044,2026.82997958589,32,0,4,,1,27,233.304170312044,0,29.1630212890055,,7.29075532225139,196.850393700787,278,16,256,6,2026.82997958589,116.652085156022,1866.43336249635,43.7445319335083,,,,,,,,,,,,,,,,,,,
"Kodiak Island Borough, Alaska","Kodiak Island Borough","02150","02","150",14089,377,87,290,23.08,76.92,2675.84640499681,617.503016537724,2058.34338845908,87,0,1,,4,82,617.503016537724,0,7.09773582227269,,28.3909432890908,582.014337426361,290,36,235,19,2058.34338845908,255.518489601817,1667.96791823408,134.856980623181,2,14.1954716445454,,,,,,,,,,,,,,,,,
"Matanuska-Susitna Borough, Alaska","Matanuska-Susitna Borough","02170","02","170",95877,852,62,790,7.28,92.72,888.638568165462,64.6661868852801,823.972381280182,62,1,11,,6,44,64.6661868852801,1.04300301427871,11.4730331570658,,6.25801808567227,45.8921326282633,790,77,665,48,823.972381280182,80.3112320994608,693.597004495343,50.0641446853781,3,3.12900904283613,,,,,,,,,,,,,,,,,
"Nome Census Area, Alaska","Nome Census Area","02180","02","180",9845,90,34,56,37.78,62.22,914.169629253428,345.352971051295,568.816658202133,34,0,4,,1,29,345.352971051295,0,40.6297613001524,,10.1574403250381,294.565769426105,56,10,40,6,568.816658202133,101.574403250381,406.297613001524,60.9446419502285,,,,,,,,,,,,,,,,,,,
"North Slope Borough, Alaska","North Slope Borough","02185","02","185",9786,200,79,121,39.5,60.5,2043.73594931535,807.275699979563,1236.46024933579,79,0,9,,1,69,807.275699979563,0,91.9681177191907,,10.2186797465767,705.088902513795,121,34,72,15,1236.46024933579,347.435111383609,735.744941753525,153.280196198651,2,20.4373594931535,,,,,,,,,,,,,,,,,
"Northwest Arctic Borough, Alaska","Northwest Arctic Borough","02188","02","188",7725,253,85,168,33.6,66.4,3275.08090614887,1100.32362459547,2174.7572815534,85,0,24,,3,58,1100.32362459547,0,310.679611650485,,38.8349514563107,750.809061488673,168,25,110,33,2174.7572815534,323.624595469256,1423.94822006473,427.184466019417,3,38.8349514563107,,,,,,,,,,,,,,,,,
"Petersburg Borough, Alaska","Petersburg Borough","02195","02","195",3293,94,6,88,6.38,93.62,2854.53993319162,182.204676586699,2672.33525660492,6,0,0,,0,6,182.204676586699,0,0,,0,182.204676586699,88,16,69,3,2672.33525660492,485.879137564531,2095.35378074704,91.1023382933495,,,,,,,,,,,,,,,,,,,
"Prince of Wales-Hyder Census Area, Alaska","Prince of Wales-Hyder Census Area","02198","02","198",6443,53,27,26,50.94,49.06,822.598168555021,419.059444358218,403.538724196803,27,0,0,,0,27,419.059444358218,0,0,,0,419.059444358218,26,4,21,1,403.538724196803,62.082880645662,325.935123389725,15.5207201614155,1,15.5207201614155,,,,,,,,,,,,,,,,,
"Sitka City and Borough, Alaska","Sitka City and Borough","02220","02","220",8973,214,7,207,3.27,96.73,2384.93257550429,78.0118132174301,2306.92076228686,7,0,0,,0,7,78.0118132174301,0,0,,0,78.0118132174301,207,21,174,12,2306.92076228686,234.03543965229,1939.1507856904,133.734536944166,1,11.1445447453472,,,,,,,,,,,,,,,,,
"Skagway Municipality, Alaska","Skagway Municipality","02230","02","230",1025,13,3,10,23.08,76.92,1268.29268292683,292.682926829268,975.609756097561,3,0,0,,0,3,292.682926829268,0,0,,0,292.682926829268,10,1,9,0,975.609756097561,97.5609756097561,878.048780487805,0,,,,,,,,,,,,,,,,,,,
"Valdez-Cordova Census Area, Alaska","Valdez-Cordova Census Area","02261","02","261",9776,157,25,132,15.92,84.08,1605.97381342062,255.728314238953,1350.24549918167,25,0,0,,0,25,255.728314238953,0,0,,0,255.728314238953,132,11,115,6,1350.24549918167,112.520458265139,1176.35024549918,61.3747954173486,,,,,,,,,,,,,,,,,,,
"Wrangell City and Borough, Alaska","Wrangell City and Borough","02275","02","275",2455,29,6,23,20.69,79.31,1181.26272912424,244.399185336049,936.863543788187,6,0,0,,0,6,244.399185336049,0,0,,0,244.399185336049,23,6,16,1,936.863543788187,244.399185336049,651.73116089613,40.7331975560082,,,,,,,,,,,,,,,,,,,
